,rowid,pollid,pollster,location,startdate,enddate,samplesize,sampletype,methodology,candidate,percent
286,308,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Biden,30.0
287,309,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Sanders,22.0
288,310,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Warren,16.0
289,311,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Buttigieg,9.0
290,312,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Bloomberg,6.0
291,313,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Yang,4.0
292,314,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Booker,3.0
293,315,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Steyer,3.0
294,316,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Gabbard,2.0
295,317,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Klobuchar,2.0
296,318,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Bennet,1.0
297,319,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Castro,1.0
298,320,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Delaney,1.0
299,321,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Williamson,1.0
300,322,63035,Morning Consult,,12/2/19,12/8/19,15442,lv,Online,Patrick,0.0
301,323,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Warren,23.0
302,324,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Sanders,19.0
303,325,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Biden,19.0
304,326,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Buttigieg,14.0
305,327,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Yang,5.0
306,328,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Bloomberg,5.0
307,329,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Klobuchar,4.0
308,330,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Gabbard,4.0
309,331,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Booker,2.0
310,332,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Castro,2.0
311,333,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Steyer,1.0
312,334,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Williamson,1.0
313,335,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Delaney,0.0
314,336,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,O'Rourke,0.0
315,337,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,de Blasio,0.0
316,338,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Inslee,0.0
317,339,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Harris,0.0
318,340,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Ryan,0.0
319,341,63112,Capitol Weekly,California,12/3/19,12/7/19,599,lv,Online,Patrick,0.0
320,342,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Biden,19.0
321,343,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Warren,9.0
322,344,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Sanders,14.0
323,345,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Booker,1.0
324,346,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Castro,1.0
325,347,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Klobuchar,1.0
326,348,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Buttigieg,6.0
327,349,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Gabbard,0.0
328,350,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Delaney,1.0
329,351,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Williamson,1.0
330,352,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Yang,3.0
331,353,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Bennet,0.0
332,354,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Steyer,1.0
333,355,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Patrick,1.0
334,356,63019,Ipsos,,12/4/19,12/5/19,719,a,Online,Bloomberg,4.0
335,360,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Biden,27.0
336,361,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Warren,18.0
337,362,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Sanders,13.0
338,363,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Buttigieg,12.0
339,364,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Harris,4.0
340,365,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Bloomberg,3.0
341,366,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Booker,3.0
342,367,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Klobuchar,3.0
343,368,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Gabbard,2.0
344,369,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Yang,2.0
345,370,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Bennet,1.0
346,371,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Castro,1.0
347,372,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Williamson,1.0
348,373,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Patrick,1.0
349,374,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Delaney,0.0
350,375,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Steyer,0.0
351,376,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Bullock,0.0
352,377,63007,YouGov,,12/1/19,12/3/19,541,lv,Online,Sestak,0.0
353,378,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Bennet,0.0
354,379,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Biden,39.0
355,380,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Bloomberg,2.0
356,381,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Booker,2.0
357,382,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Bullock,0.0
358,383,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Buttigieg,10.0
359,384,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Castro,0.0
360,385,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Delaney,1.0
361,386,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Gabbard,4.0
362,387,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Harris,2.0
363,388,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Klobuchar,2.0
364,389,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Patrick,1.0
365,390,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Sanders,13.0
366,391,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Sestak,0.0
367,392,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Steyer,7.0
368,393,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Warren,10.0
369,394,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Williamson,0.0
370,395,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Yang,3.0
371,396,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Biden,61.0
372,397,63025,YouGov,South Carolina,11/22/19,12/2/19,400,lv,Online,Warren,29.0
373,398,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Biden,31.0
374,399,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Sanders,15.0
375,400,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Warren,10.0
376,401,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Buttigieg,9.0
377,402,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Bloomberg,6.0
378,403,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Harris,2.0
379,404,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Yang,2.0
380,405,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Klobuchar,2.0
381,406,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Castro,2.0
382,407,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Steyer,2.0
383,408,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Booker,1.0
384,409,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Bullock,1.0
385,410,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Delaney,1.0
386,411,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Gabbard,0.0
387,412,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Sestak,0.0
388,413,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Williamson,0.0
389,414,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Bennet,1.0
390,415,62990,Harris Insights & Analytics,,11/30/19,12/1/19,437,rv,Online,Patrick,1.0
391,416,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Biden,29.0
392,417,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Sanders,20.0
393,418,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Warren,15.0
394,419,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Buttigieg,9.0
395,420,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Bloomberg,5.0
396,421,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Harris,5.0
397,422,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Yang,4.0
398,423,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Booker,2.0
399,424,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Gabbard,2.0
400,425,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Klobuchar,2.0
401,426,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Steyer,2.0
402,427,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Bennet,1.0
403,428,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Castro,1.0
404,429,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Delaney,1.0
405,430,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Williamson,1.0
406,431,62991,Morning Consult,,11/25/19,12/1/19,15773,lv,Online,Patrick,0.0
407,432,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Bennet,0.0
408,433,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Biden,29.0
409,434,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Bloomberg,8.0
410,435,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Booker,2.0
411,436,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Bullock,0.0
412,437,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Buttigieg,10.0
413,438,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Castro,1.0
414,439,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Delaney,0.0
415,440,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Gabbard,2.0
416,441,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Harris,5.0
417,442,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Klobuchar,2.0
418,443,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Patrick,1.0
419,444,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Sanders,15.0
420,445,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Sestak,0.0
421,446,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Steyer,2.0
422,447,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Warren,14.0
423,448,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Williamson,0.0
424,449,63064,David Binder Research,,11/25/19,12/1/19,1200,lv,Online,Yang,2.0
425,450,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Biden,29.0
426,451,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Sanders,16.0
427,452,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Warren,13.0
428,453,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Buttigieg,8.0
429,454,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Bloomberg,7.0
430,455,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Harris,5.0
431,456,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Yang,3.0
432,457,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Klobuchar,2.0
433,458,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Steyer,2.0
434,459,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gravel,1.0
435,460,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Booker,1.0
436,461,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gabbard,1.0
437,462,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Delaney,1.0
438,463,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Swalwell,1.0
439,464,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Castro,0.0
440,465,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gillibrand,0.0
441,466,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Messam,0.0
442,467,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Williamson,0.0
443,468,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Ryan,0.0
444,469,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Clinton,21.0
445,470,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Biden,20.0
446,471,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Sanders,12.0
447,472,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Warren,9.0
448,473,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Buttigieg,5.0
449,474,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Kerry,5.0
450,475,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Bloomberg,4.0
451,476,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Harris,2.0
452,477,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Klobuchar,2.0
453,478,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Steyer,2.0
454,479,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Yang,2.0
455,480,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Booker,1.0
456,481,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gabbard,1.0
457,482,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,O'Rourke,1.0
458,483,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gravel,1.0
459,484,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Delaney,1.0
460,485,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Castro,1.0
461,486,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Messam,0.0
462,487,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Swalwell,0.0
463,488,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Williamson,0.0
464,489,63023,Harris Insights & Analytics,,11/27/19,11/29/19,756,rv,Online,Gillibrand,0.0
465,490,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Sanders,23.6
466,491,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Warren,21.8
467,492,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Biden,14.4
468,493,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Buttigieg,11.6
469,494,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Harris,7.4
470,495,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Steyer,1.1
471,496,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Yang,3.2
472,497,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Klobuchar,2.5
473,498,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Bloomberg,2.1
474,499,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Gabbard,1.0
475,500,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Castro,0.6
476,501,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Booker,0.6
477,502,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Bennet,0.5
478,503,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Patrick,0.1
479,504,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Williamson,0.1
480,505,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Bullock,0.0
481,506,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Delaney,0.0
482,507,63015,"University of California, Berkeley",California,11/21/19,11/27/19,1694,lv,Online,Sestak,0.0
483,511,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Biden,23.0
484,512,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Warren,17.0
485,513,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Sanders,15.0
486,514,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Buttigieg,12.0
487,515,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Harris,4.0
488,516,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Klobuchar,3.0
489,517,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Yang,3.0
490,518,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Bloomberg,3.0
491,519,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Gabbard,2.0
492,520,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Booker,2.0
493,521,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Williamson,1.0
494,522,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Castro,1.0
495,523,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Patrick,1.0
496,524,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Steyer,1.0
497,525,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Delaney,1.0
498,526,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Bullock,1.0
499,527,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Bennet,0.0
500,528,62982,YouGov,,11/24/19,11/26/19,550,lv,Online,Sestak,0.0
501,532,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Booker,2.0
502,533,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Biden,13.8
503,534,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Sanders,26.3
504,535,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Warren,13.6
505,536,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Buttigieg,21.9
506,537,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Harris,3.8
507,538,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Yang,4.6
508,539,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Patrick,0.1
509,540,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Castro,0.1
510,541,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Klobuchar,2.4
511,542,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Gabbard,5.9
512,543,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Steyer,2.5
513,544,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Bloomberg,0.6
514,545,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Delaney,0.1
515,546,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Bullock,0.1
516,547,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Bennet,0.0
517,548,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Williamson,0.5
518,549,62978,Emerson College,New Hampshire,11/22/19,11/26/19,549,lv,IVR/Online,Sestak,0.0
519,550,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Biden,23.2
520,551,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Warren,17.4
521,552,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Buttigieg,15.9
522,553,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Sanders,15.0
523,554,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Bloomberg,3.6
524,555,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Harris,3.2
525,556,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Klobuchar,2.6
526,557,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Patrick,2.4
527,558,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Booker,2.3
528,559,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Steyer,1.8
529,560,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Castro,1.6
530,561,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Yang,1.0
531,562,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Gabbard,0.9
532,563,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Williamson,0.8
533,564,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Bennet,0.6
534,565,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Bullock,0.5
535,566,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Sestak,0.3
536,567,62988,Victory Research,Illinois,11/22/19,11/25/19,1200,lv,Live Phone,Delaney,0.1
537,568,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Biden,24.0
538,569,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Sanders,13.0
539,570,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Harris,3.0
540,571,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Warren,14.0
541,572,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Booker,2.0
542,573,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Klobuchar,3.0
543,574,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Castro,2.0
544,575,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Gabbard,1.0
545,576,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Delaney,0.0
546,577,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Buttigieg,16.0
547,578,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Yang,2.0
548,579,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Williamson,0.0
549,580,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Bennet,2.0
550,581,62975,Quinnipiac University,,11/21/19,11/25/19,574,rv,Live Phone,Bullock,0.0
